Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Datetime
19/09/2004,18.00.00,3.8,1254.0,16.8,1204.0,413.0,668.0,179.0,1655.0,1338.0,30.0,31.4,1.3074,2004-09-19 18:00:00
19/09/2004,19.00.00,4.4,1345.0,20.4,1306.0,489.0,587.0,188.0,1806.0,1416.0,27.5,38.1,1.3756,2004-09-19 19:00:00
19/09/2004,20.00.00,3.8,1273.0,15.3,1159.0,470.0,645.0,187.0,1704.0,1341.0,26.2,42.5,1.423,2004-09-19 20:00:00
19/09/2004,21.00.00,1.9,1096.0,8.8,931.0,228.0,766.0,121.0,1506.0,1019.0,24.7,46.4,1.4206,2004-09-19 21:00:00
19/09/2004,22.00.00,1.7,1077.0,8.5,920.0,169.0,778.0,99.0,1509.0,935.0,23.6,50.0,1.4383,2004-09-19 22:00:00
19/09/2004,23.00.00,1.8,1084.0,8.7,929.0,189.0,751.0,100.0,1517.0,1081.0,22.7,53.6,1.4632,2004-09-19 23:00:00
20/09/2004,00.00.00,1.1,980.0,5.7,800.0,100.0,863.0,79.0,1407.0,903.0,22.7,53.8,1.4666,2004-09-20 00:00:00
20/09/2004,01.00.00,0.8,882.0,4.0,713.0,71.0,978.0,57.0,1343.0,731.0,22.8,53.0,1.4577,2004-09-20 01:00:00
20/09/2004,02.00.00,0.7,851.0,3.0,655.0,52.0,1051.0,43.0,1301.0,625.0,21.4,57.6,1.4469,2004-09-20 02:00:00
20/09/2004,03.00.00,0.6000000000000003,819.0,2.2,597.0,62.80000000000001,1112.0,60.400000000000006,1281.0,613.0,19.9,62.3,1.4363,2004-09-20 03:00:00
20/09/2004,04.00.00,0.5,804.0,2.2,601.0,57.0,1122.0,50.0,1281.0,646.0,19.5,63.5,1.4269,2004-09-20 04:00:00
20/09/2004,05.00.00,0.5,823.0,2.7,631.0,69.0,1090.0,47.0,1304.0,671.0,20.2,60.8,1.4243,2004-09-20 05:00:00
20/09/2004,06.00.00,0.8999999999999999,903.0,4.7,748.0,126.0,937.0,60.0,1373.0,801.0,19.4,63.5,1.4139,2004-09-20 06:00:00
20/09/2004,07.00.00,3.5,1310.0,21.7,1344.0,376.0,573.0,91.0,2026.0,1353.0,18.7,65.6,1.4039,2004-09-20 07:00:00
20/09/2004,08.00.00,5.299999999999999,1436.0,28.25,1601.0,525.4000000000001,455.0,119.6,2338.0,1682.0,20.1,60.6,1.4062,2004-09-20 08:00:00
20/09/2004,09.00.00,5.299999999999999,1479.0,27.5,1490.0,737.0,494.0,159.0,2146.0,1749.0,23.5,49.7,1.4156,2004-09-20 09:00:00
20/09/2004,10.00.00,3.5,1285.0,18.1,1243.0,481.0,599.0,173.0,1815.0,1582.0,26.4,41.9,1.4237,2004-09-20 10:00:00
20/09/2004,11.00.00,3.7,1262.0,18.6,1258.0,425.0,597.0,174.0,1835.0,1484.0,29.9,34.0,1.4096,2004-09-20 11:00:00
20/09/2004,12.00.00,3.1,1225.0,17.6,1227.0,330.0,643.0,165.0,1774.0,1321.0,31.5,30.8,1.4017,2004-09-20 12:00:00
20/09/2004,13.00.00,3.0,1162.0,16.3,1188.0,303.0,676.0,136.0,1681.0,1125.0,30.2,30.2,1.2744,2004-09-20 13:00:00
20/09/2004,14.00.00,2.6,1103.0,11.8,1044.0,283.0,757.0,125.0,1523.0,967.0,30.5,29.3,1.2612,2004-09-20 14:00:00
20/09/2004,15.00.00,2.4,1120.0,11.9,1045.0,264.0,752.0,122.0,1563.0,975.0,31.8,27.4,1.2673,2004-09-20 15:00:00
20/09/2004,16.00.00,2.6,1169.0,15.5,1163.0,280.0,708.0,124.0,1639.0,1025.0,34.3,23.2,1.2326,2004-09-20 16:00:00
20/09/2004,17.00.00,5.0,1386.0,28.25,1522.0,505.0,560.0,184.0,1990.0,1469.0,34.1,23.0,1.2081,2004-09-20 17:00:00
20/09/2004,18.00.00,5.299999999999999,1426.0,28.25,1577.0,566.0,521.0,200.0,2080.0,1648.0,30.5,29.2,1.2585,2004-09-20 18:00:00
20/09/2004,19.00.00,5.299999999999999,1476.0,28.25,1663.0,681.0000000000001,473.0,225.0,2167.0,1785.0,28.1,32.4,1.2173,2004-09-20 19:00:00
20/09/2004,20.00.00,4.1,1167.0,19.5,1282.0,448.0,633.0,168.0,1685.0,1371.0,26.5,31.7,1.0787,2004-09-20 20:00:00
20/09/2004,21.00.00,2.1,1032.0,11.7,1039.0,231.0,761.0,118.0,1455.0,1071.0,24.8,33.7,1.0377,2004-09-20 21:00:00
20/09/2004,22.00.00,2.0,1034.0,9.9,972.0,230.0,747.0,115.0,1437.0,1118.0,23.9,38.1,1.1123,2004-09-20 22:00:00
20/09/2004,23.00.00,1.4,986.0,7.7,885.0,146.0,835.0,94.0,1407.0,931.0,23.0,43.0,1.1897,2004-09-20 23:00:00
21/09/2004,00.00.00,0.8,908.0,4.4,732.0,77.0,966.0,62.0,1311.0,722.0,23.5,44.7,1.2755,2004-09-21 00:00:00
21/09/2004,01.00.00,0.8,891.0,4.1,714.0,82.0,957.0,68.0,1295.0,773.0,22.3,47.7,1.2643,2004-09-21 01:00:00
21/09/2004,02.00.00,0.6000000000000003,843.0,3.0999999999999996,656.0,55.0,1042.0,50.0,1271.0,665.0,22.1,49.8,1.3094,2004-09-21 02:00:00
21/09/2004,03.00.00,0.5,822.0,2.4000000000000004,612.0,62.80000000000001,1094.0,60.4,1254.0,594.0,21.8,51.4,1.3272,2004-09-21 03:00:00
21/09/2004,04.00.00,0.40000000000000013,814.0,2.0999999999999988,589.0,42.0,1119.0,36.0,1246.0,565.0,20.8,55.9,1.3581,2004-09-21 04:00:00
21/09/2004,05.00.00,0.6000000000000003,869.0,3.3,673.0,102.0,1033.0,53.0,1307.0,688.0,18.8,63.0,1.3582,2004-09-21 05:00:00
21/09/2004,06.00.00,1.4,1013.0,8.1,905.0,231.0,804.0,79.0,1499.0,974.0,18.3,65.5,1.3686,2004-09-21 06:00:00
21/09/2004,07.00.00,5.299999999999999,1515.0,28.25,1584.0,699.0000000000001,496.0,133.0,2288.0,1591.0,18.2,66.1,1.3679,2004-09-21 07:00:00
21/09/2004,08.00.00,5.299999999999999,1587.0,28.25,1795.0,738.0,425.0,148.0,2531.0,1820.0,19.6,60.7,1.3713,2004-09-21 08:00:00
21/09/2004,09.00.00,5.299999999999999,1490.0,27.300000000000004,1487.0,665.0,508.0,161.0,2115.0,1807.0,22.6,51.4,1.392,2004-09-21 09:00:00
21/09/2004,10.00.00,4.4,1435.0,24.2,1408.0,598.0,537.0,191.0,1991.0,1704.0,25.8,44.2,1.4512,2004-09-21 10:00:00
21/09/2004,11.00.00,3.1,1246.0,17.0,1209.0,340.0,632.0,158.0,1792.0,1270.0,28.5,39.0,1.4928,2004-09-21 11:00:00
21/09/2004,12.00.00,3.3,1266.0,17.7,1231.0,374.0,615.0,157.0,1768.0,1265.0,30.1,35.1,1.4782,2004-09-21 12:00:00
21/09/2004,13.00.00,3.8,1277.0,19.3,1277.0,401.0,586.0,188.0,1846.0,1226.0,29.4,36.4,1.4718,2004-09-21 13:00:00
21/09/2004,14.00.00,2.3,1142.0,12.7,1073.0,275.0,671.0,143.0,1635.0,987.0,29.2,37.9,1.5116,2004-09-21 14:00:00
21/09/2004,15.00.00,2.6,1207.0,14.6,1136.0,278.0,645.0,152.0,1696.0,1024.0,30.5,34.9,1.5015,2004-09-21 15:00:00
21/09/2004,16.00.00,3.2,1252.0,17.8,1233.0,342.0,618.0,168.0,1759.0,1127.0,31.5,31.4,1.431,2004-09-21 16:00:00
21/09/2004,17.00.00,5.0,1399.0,26.6,1468.0,479.0,531.0,205.0,2072.0,1442.0,31.2,31.4,1.3987,2004-09-21 17:00:00
21/09/2004,18.00.00,5.299999999999999,1464.0,28.25,1559.0,553.0,485.0,204.0,2158.0,1639.0,28.5,37.2,1.4282,2004-09-21 18:00:00
21/09/2004,19.00.00,5.299999999999999,1422.0,28.25,1520.0,531.0,494.0,210.0,2087.0,1624.0,26.7,42.3,1.4618,2004-09-21 19:00:00
21/09/2004,20.00.00,4.4,1308.0,20.0,1297.0,428.0,567.0,173.0,1899.0,1454.0,24.8,49.0,1.5092,2004-09-21 20:00:00
21/09/2004,21.00.00,2.4,1137.0,11.9,1047.0,229.0,680.0,123.0,1620.0,1138.0,23.6,53.6,1.5374,2004-09-21 21:00:00
21/09/2004,22.00.00,1.5,1040.0,8.1,903.0,145.0,782.0,92.0,1494.0,951.0,23.0,55.8,1.548,2004-09-21 22:00:00
21/09/2004,23.00.00,1.3,1018.0,7.7,885.0,112.0,809.0,77.0,1491.0,864.0,22.1,58.4,1.5393,2004-09-21 23:00:00
22/09/2004,00.00.00,1.1,962.0,5.9,808.0,99.0,866.0,74.0,1430.0,868.0,22.6,56.3,1.5233,2004-09-22 00:00:00
22/09/2004,01.00.00,1.0,930.0,5.1,768.0,98.0,916.0,74.0,1409.0,825.0,21.0,61.3,1.5031,2004-09-22 01:00:00
22/09/2004,02.00.00,0.6000000000000003,812.0,2.4000000000000004,613.0,54.0,1133.0,47.0,1302.0,626.0,23.0,54.0,1.501,2004-09-22 02:00:00
22/09/2004,03.00.00,0.5,826.0,2.4000000000000004,612.0,62.80000000000001,1111.0,60.4,1304.0,605.0,19.8,65.3,1.4894,2004-09-22 03:00:00
22/09/2004,04.00.00,0.6000000000000003,878.0,3.8,702.0,59.0,949.0,44.0,1373.0,822.0,18.3,70.8,1.4794,2004-09-22 04:00:00
22/09/2004,05.00.00,0.8,922.0,5.0,764.0,162.0,892.0,69.0,1415.0,905.0,18.1,72.5,1.4876,2004-09-22 05:00:00
22/09/2004,06.00.00,1.5,1047.0,9.7,965.0,268.0,737.0,79.0,1606.0,1075.0,18.3,71.0,1.4807,2004-09-22 06:00:00
22/09/2004,07.00.00,4.1,1376.0,25.9,1452.0,531.0,521.0,108.0,2123.0,1541.0,18.5,68.9,1.4565,2004-09-22 07:00:00
22/09/2004,08.00.00,5.299999999999999,1514.0,28.25,1648.0,517.0,457.0,119.0,2400.0,1749.0,20.1,62.7,1.461,2004-09-22 08:00:00
22/09/2004,09.00.00,5.299999999999999,1494.0,28.25,1528.0,701.0,479.0,165.0,2201.0,1798.0,23.5,52.0,1.4833,2004-09-22 09:00:00
22/09/2004,10.00.00,3.7,1316.0,20.0,1298.0,510.0,562.0,172.0,1888.0,1584.0,26.8,42.7,1.4864,2004-09-22 10:00:00
22/09/2004,11.00.00,3.3,1269.0,18.3,1247.0,415.0,597.0,180.0,1813.0,1441.0,29.1,36.7,1.4543,2004-09-22 11:00:00
22/09/2004,12.00.00,2.5,1152.0,13.4,1099.0,243.0,674.0,130.0,1631.0,1093.0,30.8,32.0,1.4014,2004-09-22 12:00:00
22/09/2004,13.00.00,2.6,1138.0,14.0,1117.0,267.0,657.0,120.0,1646.0,1019.0,27.9,37.0,1.372,2004-09-22 13:00:00
22/09/2004,14.00.00,2.2,1132.0,12.1,1052.0,233.0,680.0,117.0,1609.0,944.0,28.5,37.3,1.4291,2004-09-22 14:00:00
22/09/2004,15.00.00,2.6,1186.0,15.3,1159.0,295.0,640.0,141.0,1701.0,1046.0,30.2,32.9,1.3865,2004-09-22 15:00:00
22/09/2004,16.00.00,2.9,1228.0,16.1,1184.0,309.0,657.0,151.0,1724.0,1089.0,32.9,27.7,1.3622,2004-09-22 16:00:00
22/09/2004,17.00.00,5.0,1424.0,27.300000000000004,1486.0,506.0,523.0,218.0,2084.0,1537.0,32.2,28.8,1.3624,2004-09-22 17:00:00
22/09/2004,18.00.00,5.1,1427.0,26.200000000000003,1458.0,479.0,507.0,213.0,2049.0,1566.0,28.8,39.0,1.5203,2004-09-22 18:00:00
22/09/2004,19.00.00,5.2,1387.0,26.700000000000003,1473.0,460.0,508.0,194.0,2065.0,1510.0,26.7,43.3,1.4881,2004-09-22 19:00:00
22/09/2004,20.00.00,3.8,1284.0,18.3,1249.0,363.0,582.0,167.0,1842.0,1300.0,24.6,54.0,1.6461,2004-09-22 20:00:00
22/09/2004,21.00.00,2.2,1110.0,11.9,1045.0,213.0,688.0,115.0,1638.0,1058.0,23.4,59.9,1.6992,2004-09-22 21:00:00
22/09/2004,22.00.00,2.1,1110.0,11.5,1032.0,183.0,702.0,98.0,1650.0,1002.0,22.5,62.6,1.6883,2004-09-22 22:00:00
22/09/2004,23.00.00,1.8,1077.0,9.6,964.0,163.0,749.0,93.0,1571.0,923.0,22.9,62.0,1.7127,2004-09-22 23:00:00
23/09/2004,00.00.00,1.6,1037.0,8.0,898.0,152.0,793.0,87.0,1539.0,836.0,22.2,64.9,1.719,2004-09-23 00:00:00
23/09/2004,01.00.00,1.4,1002.0,6.9,854.0,104.0,818.0,71.0,1513.0,779.0,21.4,68.5,1.7261,2004-09-23 01:00:00
23/09/2004,02.00.00,0.8,865.0,3.7,694.0,61.0,989.0,49.0,1385.0,678.0,22.2,63.0,1.6673,2004-09-23 02:00:00
23/09/2004,03.00.00,0.5,824.0,2.4000000000000004,615.0,49.19999999999999,1131.0,55.8,1336.0,601.0,22.4,59.9,1.6069,2004-09-23 03:00:00
23/09/2004,04.00.00,0.6399999999999999,824.0,2.2,602.0,54.0,1138.0,44.0,1337.0,593.0,21.1,63.8,1.5817,2004-09-23 04:00:00
23/09/2004,05.00.00,0.5,847.0,2.5,620.0,84.0,1085.0,58.0,1339.0,670.0,22.9,57.5,1.5879,2004-09-23 05:00:00
23/09/2004,06.00.00,0.8999999999999999,961.0,6.300000000000001,828.0,132.0,892.0,66.0,1491.0,837.0,21.3,63.2,1.5794,2004-09-23 06:00:00
23/09/2004,07.00.00,3.2,1336.0,21.6,1340.0,422.0,540.0,112.0,2049.0,1400.0,21.3,63.5,1.5941,2004-09-23 07:00:00
23/09/2004,08.00.00,2.8,1251.0,18.8,1264.0,282.0,582.0,104.0,1897.0,1393.0,23.7,54.4,1.5765,2004-09-23 08:00:00
23/09/2004,09.00.00,2.7,1290.0,18.1,1244.0,293.0,604.0,103.0,1853.0,1415.0,25.0,50.8,1.5903,2004-09-23 09:00:00
23/09/2004,10.00.00,2.4,1215.0,14.8,1141.0,334.0,631.0,118.0,1766.0,1285.0,26.3,48.1,1.6199,2004-09-23 10:00:00
23/09/2004,11.00.00,2.7,1248.0,15.9,1177.0,324.0,608.0,129.0,1784.0,1230.0,26.4,47.3,1.6006,2004-09-23 11:00:00
23/09/2004,12.00.00,2.8,1233.0,16.1,1184.0,294.0,610.0,127.0,1775.0,1147.0,29.3,39.5,1.5855,2004-09-23 12:00:00
23/09/2004,13.00.00,2.9,1229.0,17.2,1217.0,273.0,599.0,130.0,1795.0,1107.0,29.0,39.6,1.5581,2004-09-23 13:00:00
23/09/2004,14.00.00,2.6,1206.0,15.8,1175.0,275.0,618.0,130.0,1746.0,1068.0,29.8,38.0,1.5642,2004-09-23 14:00:00
23/09/2004,15.00.00,2.6,1215.0,15.1,1150.0,282.0,608.0,118.0,1733.0,1115.0,30.4,37.2,1.588,2004-09-23 15:00:00
23/09/2004,16.00.00,3.2,1330.0,18.9,1264.0,323.0,586.0,146.0,1860.0,1362.0,31.5,34.9,1.5903,2004-09-23 16:00:00
23/09/2004,17.00.00,4.6,1446.0,25.2,1434.0,442.0,522.0,190.0,2075.0,1619.0,31.6,34.8,1.5925,2004-09-23 17:00:00
23/09/2004,18.00.00,4.9,1446.0,26.1,1458.0,431.0,501.0,189.0,2059.0,1572.0,29.0,40.5,1.5949,2004-09-23 18:00:00
23/09/2004,19.00.00,4.7,1421.0,25.6,1444.0,402.0,510.0,173.0,2056.0,1446.0,27.2,45.9,1.6302,2004-09-23 19:00:00
23/09/2004,20.00.00,3.3,1247.0,16.9,1206.0,313.0,600.0,148.0,1785.0,1233.0,26.2,48.7,1.6256,2004-09-23 20:00:00
23/09/2004,21.00.00,2.3,1168.0,12.6,1070.0,228.0,667.0,116.0,1646.0,1102.0,25.1,50.5,1.584,2004-09-23 21:00:00
23/09/2004,22.00.00,2.1,1111.0,10.3,991.0,218.0,721.0,109.0,1559.0,1028.0,24.1,50.7,1.4959,2004-09-23 22:00:00
23/09/2004,23.00.00,1.7,1071.0,8.9,934.0,179.0,763.0,94.0,1504.0,942.0,22.5,53.7,1.4486,2004-09-23 23:00:00
24/09/2004,00.00.00,1.0,969.0,6.5,835.0,97.0,859.0,63.99999999999999,1437.0,773.0,22.7,53.7,1.458,2004-09-24 00:00:00
24/09/2004,01.00.00,0.8999999999999999,942.0,5.3,780.0,83.0,915.0,59.0,1419.0,737.0,21.5,57.9,1.4658,2004-09-24 01:00:00
24/09/2004,02.00.00,0.7,923.0,4.6,744.0,80.0,908.0,63.99999999999999,1394.0,815.0,22.3,55.8,1.4828,2004-09-24 02:00:00
24/09/2004,03.00.00,0.40000000000000013,813.0,2.0,581.0,50.80000000000004,1176.0,53.6,1320.0,627.0,22.7,53.8,1.4673,2004-09-24 03:00:00
24/09/2004,04.00.00,0.40000000000000013,851.0,2.5,618.0,66.0,1099.0,52.0,1351.0,642.0,21.1,59.9,1.4789,2004-09-24 04:00:00
24/09/2004,05.00.00,0.5,868.0,2.8,639.0,109.0,1093.0,55.0,1367.0,610.0,20.4,63.0,1.4946,2004-09-24 05:00:00
24/09/2004,06.00.00,1.3,1062.0,8.4,915.0,232.0,792.0,83.0,1579.0,929.0,20.8,62.2,1.5119,2004-09-24 06:00:00
24/09/2004,07.00.00,3.5,1418.0,21.1,1328.0,535.0,546.0,114.0,2017.0,1427.0,21.3,61.6,1.5452,2004-09-24 07:00:00
24/09/2004,08.00.00,5.299999999999999,1600.0,28.25,1641.0,684.0,440.0,137.0,2430.0,1776.0,21.9,60.2,1.56,2004-09-24 08:00:00
24/09/2004,09.00.00,5.299999999999999,1583.0,28.25,1538.0,803.0,461.0,160.0,2214.0,1788.0,23.0,56.4,1.5614,2004-09-24 09:00:00
24/09/2004,10.00.00,3.4,1338.0,20.3,1305.0,539.0,543.0,138.0,1929.0,1521.0,25.1,49.5,1.5572,2004-09-24 10:00:00
24/09/2004,11.00.00,3.2,1285.0,18.4,1252.0,364.0,581.0,134.0,1866.0,1293.0,26.6,44.3,1.5229,2004-09-24 11:00:00
24/09/2004,12.00.00,3.7,1376.0,22.3,1359.0,422.0,530.0,143.0,1998.0,1435.0,26.2,46.0,1.5422,2004-09-24 12:00:00
24/09/2004,13.00.00,4.6,1467.0,26.9,1477.0,483.0,491.0,153.0,2114.0,1592.0,25.4,48.7,1.5594,2004-09-24 13:00:00
24/09/2004,14.00.00,4.2,1442.0,24.0,1403.0,496.0,518.0,145.0,2026.0,1551.0,25.6,48.3,1.558,2004-09-24 14:00:00
24/09/2004,15.00.00,3.3,1358.0,19.3,1277.0,403.0,563.0,123.0,1892.0,1429.0,25.7,47.8,1.5548,2004-09-24 15:00:00
24/09/2004,16.00.00,2.7,1222.0,14.5,1133.0,282.0,624.0,96.0,1698.0,1195.0,24.9,49.2,1.5251,2004-09-24 16:00:00
24/09/2004,17.00.00,2.2,1134.0,11.1,1017.0,268.0,724.0,107.0,1632.0,981.0,18.3,75.4,1.5682,2004-09-24 17:00:00
24/09/2004,18.00.00,2.8,1120.0,10.4,993.0,306.0,725.0,119.0,1565.0,962.0,16.3,73.9,1.3601,2004-09-24 18:00:00
24/09/2004,19.00.00,2.9,1103.0,10.5,997.0,293.0,736.0,109.0,1552.0,914.0,15.6,75.7,1.3345,2004-09-24 19:00:00
24/09/2004,20.00.00,2.0,985.0,5.8,805.0,240.0,895.0,107.0,1390.0,785.0,15.4,76.6,1.3334,2004-09-24 20:00:00
24/09/2004,21.00.00,0.7,795.0,2.2,596.0,93.0,1227.0,57.0,1188.0,482.0,14.0,75.4,1.1988,2004-09-24 21:00:00
24/09/2004,22.00.00,0.6000000000000003,787.0,2.0,584.0,99.0,1317.0,60.0,1129.0,446.0,14.9,60.5,1.0213,2004-09-24 22:00:00
24/09/2004,23.00.00,1.2,839.0,3.8,701.0,55.0,1128.0,22.0,1156.0,553.0,15.5,50.9,0.888,2004-09-24 23:00:00
25/09/2004,00.00.00,1.2,835.0,3.9000000000000004,705.0,19.0,1117.0,2.0,1161.0,592.0,15.6,50.0,0.8773,2004-09-25 00:00:00
25/09/2004,01.00.00,1.1,837.0,3.7,693.0,26.0,1096.0,7.0,1178.0,584.0,15.4,53.6,0.9326,2004-09-25 01:00:00
25/09/2004,02.00.00,0.6000000000000003,761.0,1.6999999999999993,563.0,26.0,1316.0,8.0,1106.0,451.0,15.4,53.9,0.9334,2004-09-25 02:00:00
25/09/2004,03.00.00,0.30000000000000004,718.0,1.0,498.99999999999994,35.80000000000001,1495.0,22.400000000000006,1059.0,382.0,15.3,52.4,0.9017,2004-09-25 03:00:00
25/09/2004,04.00.00,0.30000000000000004,724.0,1.0,495.0,42.0,1531.0,27.0,1071.0,391.0,15.3,53.1,0.9181,2004-09-25 04:00:00
25/09/2004,05.00.00,0.30000000000000004,718.0,0.9000000000000004,486.0,31.99999999999997,1531.0,14.0,1072.0,398.0,15.4,53.7,0.9295,2004-09-25 05:00:00
25/09/2004,06.00.00,0.40000000000000013,744.0,1.3000000000000007,525.0,25.0,1434.0,3.0,1097.0,430.0,15.5,53.3,0.9308,2004-09-25 06:00:00
25/09/2004,07.00.00,0.6000000000000003,782.0,2.0999999999999988,591.0,28.0,1287.0,9.0,1130.0,461.0,15.4,52.7,0.9178,2004-09-25 07:00:00
25/09/2004,08.00.00,0.7,798.0,2.5,619.0,41.0,1204.0,14.0,1138.0,500.0,15.7,51.1,0.9056,2004-09-25 08:00:00
25/09/2004,09.00.00,1.0,867.0,4.6,744.0,130.0,1067.0,52.0,1207.0,594.0,16.9,47.7,0.9142,2004-09-25 09:00:00
25/09/2004,10.00.00,1.1,862.0,4.3,729.0,173.0,1103.0,63.99999999999999,1171.0,603.0,18.2,41.9,0.8674,2004-09-25 10:00:00
25/09/2004,11.00.00,1.5,915.0,6.5,834.0,168.0,1006.0,66.0,1243.0,686.0,19.1,37.0,0.8104,2004-09-25 11:00:00
25/09/2004,12.00.00,1.4,857.0,6.0,813.0,51.0,1040.0,14.0,1183.0,622.0,19.3,34.8,0.771,2004-09-25 12:00:00
25/09/2004,13.00.00,1.4,837.0,6.0,812.0,31.00000000000003,1065.0,9.0,1171.0,624.0,19.8,31.2,0.7127,2004-09-25 13:00:00
25/09/2004,14.00.00,1.0,805.0,4.5,740.0,41.0,1161.0,12.0,1117.0,565.0,19.8,31.1,0.7104,2004-09-25 14:00:00
25/09/2004,15.00.00,0.8999999999999999,781.0,3.9000000000000004,705.0,41.0,1203.0,14.0,1068.0,514.0,20.2,28.6,0.6717,2004-09-25 15:00:00
25/09/2004,16.00.00,1.1,815.0,4.6,743.0,54.0,1183.0,21.0,1095.0,536.0,22.1,24.8,0.6514,2004-09-25 16:00:00
25/09/2004,17.00.00,1.3,877.0,6.7,844.0,112.0,1048.0,43.0,1193.0,669.0,21.1,27.7,0.6853,2004-09-25 17:00:00
25/09/2004,18.00.00,1.8,926.0,8.9,935.0,178.0,931.0,62.0,1262.0,786.0,20.1,30.3,0.7045,2004-09-25 18:00:00
25/09/2004,19.00.00,2.4,987.0,9.8,971.0,218.0,876.0,68.0,1312.0,891.0,19.5,33.0,0.7384,2004-09-25 19:00:00
25/09/2004,20.00.00,2.7,1004.0,10.8,1007.0,241.0,848.0,81.0,1321.0,926.0,19.3,32.3,0.7163,2004-09-25 20:00:00
25/09/2004,21.00.00,1.7,897.0,7.4,875.0,223.0,937.0,88.0,1227.0,902.0,18.4,33.2,0.6975,2004-09-25 21:00:00
25/09/2004,22.00.00,2.2,1002.0,10.3,989.0,279.0,840.0,99.0,1358.0,1011.0,17.8,36.5,0.7366,2004-09-25 22:00:00
25/09/2004,23.00.00,2.8,1126.0,13.8,1111.0,330.0,746.0,98.0,1473.0,1249.0,17.8,39.9,0.8035,2004-09-25 23:00:00
26/09/2004,00.00.00,2.4,1067.0,10.9,1013.0,330.0,794.0,97.0,1350.0,1133.0,17.0,43.0,0.8242,2004-09-26 00:00:00
26/09/2004,01.00.00,2.5,1063.0,11.7,1040.0,341.0,739.0,101.0,1413.0,1166.0,15.5,52.2,0.9136,2004-09-26 01:00:00
26/09/2004,02.00.00,1.4,915.0,7.8,893.0,205.0,872.0,90.0,1287.0,953.0,15.6,51.9,0.9135,2004-09-26 02:00:00
26/09/2004,03.00.00,1.4,906.0,7.7,885.0,80.80000000000001,872.0,79.19999999999999,1304.0,912.0,13.5,59.4,0.9176,2004-09-26 03:00:00
26/09/2004,04.00.00,0.8800000000000001,844.0,5.5,786.0,130.0,969.0,61.0,1226.0,831.0,13.4,59.9,0.9173,2004-09-26 04:00:00
26/09/2004,05.00.00,0.8999999999999999,816.0,4.5,739.0,102.0,999.0,55.0,1188.0,793.0,12.5,63.2,0.9146,2004-09-26 05:00:00
26/09/2004,06.00.00,0.6000000000000003,768.0,3.3,671.0,79.0,1128.0,46.0,1153.0,700.0,13.6,57.6,0.8941,2004-09-26 06:00:00
26/09/2004,07.00.00,1.0,835.0,5.4,785.0,148.0,989.0,56.0,1224.0,780.0,12.2,63.2,0.8964,2004-09-26 07:00:00
26/09/2004,08.00.00,1.6,944.0,8.2,908.0,261.0,865.0,83.0,1321.0,931.0,14.6,56.4,0.9319,2004-09-26 08:00:00
26/09/2004,09.00.00,0.8999999999999999,810.0,3.0,651.0,107.0,1170.0,55.0,1117.0,575.0,19.8,38.6,0.8831,2004-09-26 09:00:00
26/09/2004,10.00.00,0.8999999999999999,819.0,3.0,655.0,103.0,1222.0,47.0,1104.0,507.0,21.6,33.4,0.8519,2004-09-26 10:00:00
26/09/2004,11.00.00,1.0,844.0,3.5,680.0,122.00000000000001,1147.0,61.0,1129.0,518.0,22.0,32.2,0.8407,2004-09-26 11:00:00
26/09/2004,12.00.00,1.0,846.0,3.5999999999999996,688.0,126.99999999999999,1127.0,58.0,1138.0,518.0,22.7,30.2,0.8217,2004-09-26 12:00:00
26/09/2004,13.00.00,0.8999999999999999,842.0,4.0,711.0,110.0,1077.0,59.0,1160.0,516.0,22.3,30.399999999999995,0.8063,2004-09-26 13:00:00
26/09/2004,14.00.00,0.8999999999999999,840.0,4.2,722.0,98.0,1048.0,54.0,1169.0,507.0,22.1,30.5,0.7981,2004-09-26 14:00:00
26/09/2004,15.00.00,0.8999999999999999,815.0,3.0999999999999996,657.0,146.0,1166.0,69.0,1098.0,490.0,22.1,29.5,0.7761,2004-09-26 15:00:00
26/09/2004,16.00.00,0.8999999999999999,838.0,3.5,685.0,119.0,1176.0,54.0,1121.0,465.0,23.4,27.1,0.7681,2004-09-26 16:00:00
26/09/2004,17.00.00,2.7,992.0,10.3,987.0,234.0,823.0,95.0,1327.0,781.0,23.1,27.0,0.7538,2004-09-26 17:00:00
26/09/2004,18.00.00,2.2,990.0,7.8,891.0,261.0,908.0,99.0,1278.0,765.0,21.5,31.4,0.7943,2004-09-26 18:00:00
26/09/2004,19.00.00,3.3,1066.0,10.7,1004.0,371.0,795.0,127.0,1384.0,1006.0,20.3,35.5,0.833,2004-09-26 19:00:00
26/09/2004,20.00.00,2.1,971.0,7.3,870.0,266.0,911.0,98.0,1287.0,798.0,19.6,36.3,0.8193,2004-09-26 20:00:00
26/09/2004,21.00.00,1.8,963.0,7.7,887.0,268.0,853.0,112.0,1311.0,938.0,18.7,39.7,0.8482,2004-09-26 21:00:00
26/09/2004,22.00.00,1.9,1010.0,8.6,925.0,294.0,829.0,115.0,1351.0,996.0,18.0,42.7,0.8745,2004-09-26 22:00:00
26/09/2004,23.00.00,2.3,1054.0,10.0,978.0,303.0,768.0,114.0,1398.0,1109.0,17.1,47.6,0.9208,2004-09-26 23:00:00
